codigo_efisco|codigo_catmat|rank|score_final|confianca|score_ontologia|deducao_ontologia|score_neural|score_neural_base|score_fusao|score_cosine|score_cross|score_sinais|bonus_medidas|bonus_graphrag_idf|bonus_taxonomia|score_graphrag|graphrag_justificativa|trilha
100292-9|456767|12|0.6192|Baixa|0.3|incompleto|0.6191670042690478|0.6071498990058899|0.6071498990058899|0.8510624170303345|0.6071498990058899|0.24034210526315786|0.0|0.0|0.8011403508771929|0.6191670042690478||"score_final=0.619 -> Baixa (rank 12; margem 1o-2o da consulta 0.003)
  Ontologia (0.300 x 0.0; bonus [5b] 0.0): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.619 x 0.8): fusao=0.607, cosine_e5=0.851, cross=0.607
    sinais (+0.05 x 0.240): medidas=0.00, graphrag_idf=0.00, taxonomia=0.80
  GraphRAG  (0.619 x 0.2)"
100292-9|475100|13|0.619|Baixa|0.3|incompleto|0.6190182310756884|0.6070011258125305|0.6070011258125305|0.8391779661178589|0.6070011258125305|0.24034210526315786|0.0|0.0|0.8011403508771929|0.6190182310756884||"score_final=0.619 -> Baixa (rank 13; margem 1o-2o da consulta 0.003)
  Ontologia (0.300 x 0.0; bonus [5b] 0.0): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.619 x 0.8): fusao=0.607, cosine_e5=0.839, cross=0.607
    sinais (+0.05 x 0.240): medidas=0.00, graphrag_idf=0.00, taxonomia=0.80
  GraphRAG  (0.619 x 0.2)"
100292-9|461248|14|0.6188|Baixa|0.3|incompleto|0.6187990051922045|0.6067818999290466|0.6067818999290466|0.8474674820899963|0.6067818999290466|0.24034210526315786|0.0|0.0|0.8011403508771929|0.6187990051922045||"score_final=0.619 -> Baixa (rank 14; margem 1o-2o da consulta 0.003)
  Ontologia (0.300 x 0.0; bonus [5b] 0.0): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.619 x 0.8): fusao=0.607, cosine_e5=0.847, cross=0.607
    sinais (+0.05 x 0.240): medidas=0.00, graphrag_idf=0.00, taxonomia=0.80
  GraphRAG  (0.619 x 0.2)"
100292-9|604595|15|0.6182|Baixa|0.3|incompleto|0.6181680304226123|0.6061509251594543|0.6061509251594543|0.8469222784042358|0.6061509251594543|0.24034210526315786|0.0|0.0|0.8011403508771929|0.6181680304226123||"score_final=0.618 -> Baixa (rank 15; margem 1o-2o da consulta 0.003)
  Ontologia (0.300 x 0.0; bonus [5b] 0.0): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.618 x 0.8): fusao=0.606, cosine_e5=0.847, cross=0.606
    sinais (+0.05 x 0.240): medidas=0.00, graphrag_idf=0.00, taxonomia=0.80
  GraphRAG  (0.618 x 0.2)"
100292-9|612876|16|0.6173|Baixa|0.3|incompleto|0.6172545296367846|0.6052374243736267|0.6052374243736267|0.8293030261993408|0.6052374243736267|0.24034210526315786|0.0|0.0|0.8011403508771929|0.6172545296367846||"score_final=0.617 -> Baixa (rank 16; margem 1o-2o da consulta 0.003)
  Ontologia (0.300 x 0.0; bonus [5b] 0.0): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.617 x 0.8): fusao=0.605, cosine_e5=0.829, cross=0.605
    sinais (+0.05 x 0.240): medidas=0.00, graphrag_idf=0.00, taxonomia=0.80
  GraphRAG  (0.617 x 0.2)"
100292-9|418422|17|0.6156|Baixa|0.3|incompleto|0.6155906659778796|0.6035735607147217|0.6035735607147217|0.8431313037872314|0.6035735607147217|0.24034210526315786|0.0|0.0|0.8011403508771929|0.6155906659778796||"score_final=0.616 -> Baixa (rank 17; margem 1o-2o da consulta 0.003)
  Ontologia (0.300 x 0.0; bonus [5b] 0.0): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.616 x 0.8): fusao=0.604, cosine_e5=0.843, cross=0.604
    sinais (+0.05 x 0.240): medidas=0.00, graphrag_idf=0.00, taxonomia=0.80
  GraphRAG  (0.616 x 0.2)"
100292-9|604572|18|0.6156|Baixa|0.3|incompleto|0.6155818444904528|0.6035647392272949|0.6035647392272949|0.8434037566184998|0.6035647392272949|0.24034210526315786|0.0|0.0|0.8011403508771929|0.6155818444904528||"score_final=0.616 -> Baixa (rank 18; margem 1o-2o da consulta 0.003)
  Ontologia (0.300 x 0.0; bonus [5b] 0.0): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.616 x 0.8): fusao=0.604, cosine_e5=0.843, cross=0.604
    sinais (+0.05 x 0.240): medidas=0.00, graphrag_idf=0.00, taxonomia=0.80
  GraphRAG  (0.616 x 0.2)"
100292-9|483387|19|0.6155|Baixa|0.3|incompleto|0.6155005437549792|0.6034834384918213|0.6034834384918213|0.8528873324394226|0.6034834384918213|0.24034210526315786|0.0|0.0|0.8011403508771929|0.6155005437549792||"score_final=0.616 -> Baixa (rank 19; margem 1o-2o da consulta 0.003)
  Ontologia (0.300 x 0.0; bonus [5b] 0.0): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.616 x 0.8): fusao=0.603, cosine_e5=0.853, cross=0.603
    sinais (+0.05 x 0.240): medidas=0.00, graphrag_idf=0.00, taxonomia=0.80
  GraphRAG  (0.616 x 0.2)"
100292-9|621953|20|0.6115|Baixa|0.3|incompleto|0.6114570487674914|0.6074899435043335|0.6074899435043335|0.8495675325393677|0.6074899435043335|0.0793421052631579|0.0|0.0|0.2644736842105263|0.6114570487674914||"score_final=0.612 -> Baixa (rank 20; margem 1o-2o da consulta 0.003)
  Ontologia (0.300 x 0.0; bonus [5b] 0.0): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.611 x 0.8): fusao=0.607, cosine_e5=0.850, cross=0.607
    sinais (+0.05 x 0.079): medidas=0.00, graphrag_idf=0.00, taxonomia=0.26
  GraphRAG  (0.611 x 0.2)"
100650-9|357311|1|0.8004|Alta|0.3|incompleto|0.8004327471666874|0.7626920342445374|0.7626920342445374|0.885643482208252|0.7626920342445374|0.754814258443002|0.0|0.49172215317984413|0.8769736842105262|0.8004327471666874||"score_final=0.800 -> Alta (rank 1; margem 1o-2o da consulta 0.127)
  Ontologia (0.300 x 0.0; bonus [5b] 0.0): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.800 x 0.8): fusao=0.763, cosine_e5=0.886, cross=0.763
    sinais (+0.05 x 0.755): medidas=0.00, graphrag_idf=0.49, taxonomia=0.88
  GraphRAG  (0.800 x 0.2)"
100650-9|339778|2|0.6736|Alta|0.3|incompleto|0.6736105783277794|0.6550430059432983|0.6550430059432983|0.8489992618560791|0.6550430059432983|0.3713514476896197|0.0|0.10825934242646182|0.8769736842105262|0.6736105783277794||"score_final=0.674 -> Alta (rank 2; margem 1o-2o da consulta 0.127)
  Ontologia (0.300 x 0.0; bonus [5b] 0.0): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.674 x 0.8): fusao=0.655, cosine_e5=0.849, cross=0.655
    sinais (+0.05 x 0.371): medidas=0.00, graphrag_idf=0.11, taxonomia=0.88
  GraphRAG  (0.674 x 0.2)"
100650-9|340906|3|0.6712|Alta|0.3|incompleto|0.6712034447485252|0.6526358723640442|0.6526358723640442|0.8484383821487427|0.6526358723640442|0.3713514476896197|0.0|0.10825934242646182|0.8769736842105262|0.6712034447485252||"score_final=0.671 -> Alta (rank 3; margem 1o-2o da consulta 0.127)
  Ontologia (0.300 x 0.0; bonus [5b] 0.0): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.671 x 0.8): fusao=0.653, cosine_e5=0.848, cross=0.653
    sinais (+0.05 x 0.371): medidas=0.00, graphrag_idf=0.11, taxonomia=0.88
  GraphRAG  (0.671 x 0.2)"
100650-9|426463|4|0.6353|Alta|0.3|incompleto|0.6352669970568625|0.6157213449478149|0.6157213449478149|0.8303773403167725|0.6157213449478149|0.39091304218095196|0.0|0.12782093691779411|0.8769736842105262|0.6352669970568625||"score_final=0.635 -> Alta (rank 4; margem 1o-2o da consulta 0.127)
  Ontologia (0.300 x 0.0; bonus [5b] 0.0): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.635 x 0.8): fusao=0.616, cosine_e5=0.830, cross=0.616
    sinais (+0.05 x 0.391): medidas=0.00, graphrag_idf=0.13, taxonomia=0.88
  GraphRAG  (0.635 x 0.2)"
100650-9|626315|5|0.6131|Alta|0.3|incompleto|0.6130904190447899|0.6066948175430298|0.6066948175430298|0.8285363912582397|0.6066948175430298|0.12791203003520302|0.0|0.12782093691779411|0.0003036437246963563|0.6130904190447899||"score_final=0.613 -> Alta (rank 5; margem 1o-2o da consulta 0.127)
  Ontologia (0.300 x 0.0; bonus [5b] 0.0): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.613 x 0.8): fusao=0.607, cosine_e5=0.829, cross=0.607
    sinais (+0.05 x 0.128): medidas=0.00, graphrag_idf=0.13, taxonomia=0.00
  GraphRAG  (0.613 x 0.2)"
100650-9|480569|6|0.6103|Alta|0.3|incompleto|0.6102551211055957|0.6062880158424377|0.6062880158424377|0.8414292335510254|0.6062880158424377|0.0793421052631579|0.0|0.0|0.2644736842105263|0.6102551211055957||"score_final=0.610 -> Alta (rank 6; margem 1o-2o da consulta 0.127)
  Ontologia (0.300 x 0.0; bonus [5b] 0.0): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.610 x 0.8): fusao=0.606, cosine_e5=0.841, cross=0.606
    sinais (+0.05 x 0.079): medidas=0.00, graphrag_idf=0.00, taxonomia=0.26
  GraphRAG  (0.610 x 0.2)"
100650-9|268427|7|0.6102|Alta|0.3|incompleto|0.6101535547908984|0.6061864495277405|0.6061864495277405|0.8546363711357117|0.6061864495277405|0.0793421052631579|0.0|0.0|0.2644736842105263|0.6101535547908984||"score_final=0.610 -> Alta (rank 7; margem 1o-2o da consulta 0.127)
  Ontologia (0.300 x 0.0; bonus [5b] 0.0): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.610 x 0.8): fusao=0.606, cosine_e5=0.855, cross=0.606
    sinais (+0.05 x 0.079): medidas=0.00, graphrag_idf=0.00, taxonomia=0.26
  GraphRAG  (0.610 x 0.2)"
100650-9|604079|8|0.6097|Alta|0.3|incompleto|0.609651316934269|0.6096422076225281|0.6096422076225281|0.8411774635314941|0.6096422076225281|0.00018218623481781377|0.0|0.0|0.0006072874493927126|0.609651316934269||"score_final=0.610 -> Alta (rank 8; margem 1o-2o da consulta 0.127)
  Ontologia (0.300 x 0.0; bonus [5b] 0.0): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.610 x 0.8): fusao=0.610, cosine_e5=0.841, cross=0.610
    sinais (+0.05 x 0.000): medidas=0.00, graphrag_idf=0.00, taxonomia=0.00
  GraphRAG  (0.610 x 0.2)"
100650-9|376187|9|0.6093|Alta|0.3|incompleto|0.6092914732631884|0.5961368680000305|0.5961368680000305|0.8455168008804321|0.5961368680000305|0.26309210526315785|0.0|0.0|0.8769736842105262|0.6092914732631884||"score_final=0.609 -> Alta (rank 9; margem 1o-2o da consulta 0.127)
  Ontologia (0.300 x 0.0; bonus [5b] 0.0): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.609 x 0.8): fusao=0.596, cosine_e5=0.846, cross=0.596
    sinais (+0.05 x 0.263): medidas=0.00, graphrag_idf=0.00, taxonomia=0.88
  GraphRAG  (0.609 x 0.2)"
100650-9|480566|10|0.6084|Alta|0.3|incompleto|0.6084330667194567|0.6044659614562988|0.6044659614562988|0.8384096622467041|0.6044659614562988|0.0793421052631579|0.0|0.0|0.2644736842105263|0.6084330667194567||"score_final=0.608 -> Alta (rank 10; margem 1o-2o da consulta 0.127)
  Ontologia (0.300 x 0.0; bonus [5b] 0.0): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.608 x 0.8): fusao=0.604, cosine_e5=0.838, cross=0.604
    sinais (+0.05 x 0.079): medidas=0.00, graphrag_idf=0.00, taxonomia=0.26
  GraphRAG  (0.608 x 0.2)"
100650-9|437620|11|0.6056|Alta|0.3|incompleto|0.6056355227169238|0.6016684174537659|0.6016684174537659|0.8388090133666992|0.6016684174537659|0.0793421052631579|0.0|0.0|0.2644736842105263|0.6056355227169238||"score_final=0.606 -> Alta (rank 11; margem 1o-2o da consulta 0.127)
  Ontologia (0.300 x 0.0; bonus [5b] 0.0): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.606 x 0.8): fusao=0.602, cosine_e5=0.839, cross=0.602
    sinais (+0.05 x 0.079): medidas=0.00, graphrag_idf=0.00, taxonomia=0.26
  GraphRAG  (0.606 x 0.2)"
100650-9|271761|12|0.6055|Alta|0.3|incompleto|0.6054734576877795|0.6015063524246216|0.6015063524246216|0.8475281596183777|0.6015063524246216|0.0793421052631579|0.0|0.0|0.2644736842105263|0.6054734576877795||"score_final=0.606 -> Alta (rank 12; margem 1o-2o da consulta 0.127)
  Ontologia (0.300 x 0.0; bonus [5b] 0.0): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.605 x 0.8): fusao=0.602, cosine_e5=0.848, cross=0.602
    sinais (+0.05 x 0.079): medidas=0.00, graphrag_idf=0.00, taxonomia=0.26
  GraphRAG  (0.605 x 0.2)"
100650-9|601146|13|0.6041|Alta|0.3|incompleto|0.6040921200451098|0.6001250147819519|0.6001250147819519|0.840065598487854|0.6001250147819519|0.0793421052631579|0.0|0.0|0.2644736842105263|0.6040921200451098||"score_final=0.604 -> Alta (rank 13; margem 1o-2o da consulta 0.127)
  Ontologia (0.300 x 0.0; bonus [5b] 0.0): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.604 x 0.8): fusao=0.600, cosine_e5=0.840, cross=0.600
    sinais (+0.05 x 0.079): medidas=0.00, graphrag_idf=0.00, taxonomia=0.26
  GraphRAG  (0.604 x 0.2)"
100650-9|464968|14|0.6029|Alta|0.3|incompleto|0.6029443638855629|0.602935254573822|0.602935254573822|0.8334630727767944|0.602935254573822|0.00018218623481781377|0.0|0.0|0.0006072874493927126|0.6029443638855629||"score_final=0.603 -> Alta (rank 14; margem 1o-2o da consulta 0.127)
  Ontologia (0.300 x 0.0; bonus [5b] 0.0): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.603 x 0.8): fusao=0.603, cosine_e5=0.833, cross=0.603
    sinais (+0.05 x 0.000): medidas=0.00, graphrag_idf=0.00, taxonomia=0.00
  GraphRAG  (0.603 x 0.2)"
100650-9|400609|15|0.6025|Alta|0.3|incompleto|0.6024811853107653|0.5985140800476074|0.5985140800476074|0.8488357663154602|0.5985140800476074|0.0793421052631579|0.0|0.0|0.2644736842105263|0.6024811853107653||"score_final=0.603 -> Alta (rank 15; margem 1o-2o da consulta 0.127)
  Ontologia (0.300 x 0.0; bonus [5b] 0.0): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.602 x 0.8): fusao=0.599, cosine_e5=0.849, cross=0.599
    sinais (+0.05 x 0.079): medidas=0.00, graphrag_idf=0.00, taxonomia=0.26
  GraphRAG  (0.602 x 0.2)"
100650-9|618303|16|0.6016|Alta|0.3|incompleto|0.6015801080730763|0.6015755534172058|0.6015755534172058|0.8281924724578857|0.6015755534172058|9.109311740890689e-05|0.0|0.0|0.0003036437246963563|0.6015801080730763||"score_final=0.602 -> Alta (rank 16; margem 1o-2o da consulta 0.127)
  Ontologia (0.300 x 0.0; bonus [5b] 0.0): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.602 x 0.8): fusao=0.602, cosine_e5=0.828, cross=0.602
    sinais (+0.05 x 0.000): medidas=0.00, graphrag_idf=0.00, taxonomia=0.00
  GraphRAG  (0.602 x 0.2)"
100650-9|268112|17|0.6003|Alta|0.3|incompleto|0.6003368486103259|0.596369743347168|0.596369743347168|0.834611713886261|0.596369743347168|0.0793421052631579|0.0|0.0|0.2644736842105263|0.6003368486103259||"score_final=0.600 -> Alta (rank 17; margem 1o-2o da consulta 0.127)
  Ontologia (0.300 x 0.0; bonus [5b] 0.0): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.600 x 0.8): fusao=0.596, cosine_e5=0.835, cross=0.596
    sinais (+0.05 x 0.079): medidas=0.00, graphrag_idf=0.00, taxonomia=0.26
  GraphRAG  (0.600 x 0.2)"
100650-9|619596|18|0.5976|Alta|0.3|incompleto|0.597605021729643|0.5975002646446228|0.5975002646446228|0.8307276964187622|0.5975002646446228|0.0020951417004048583|0.0|0.0|0.0069838056680161945|0.597605021729643||"score_final=0.598 -> Alta (rank 18; margem 1o-2o da consulta 0.127)
  Ontologia (0.300 x 0.0; bonus [5b] 0.0): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.598 x 0.8): fusao=0.598, cosine_e5=0.831, cross=0.598
    sinais (+0.05 x 0.002): medidas=0.00, graphrag_idf=0.00, taxonomia=0.01
  GraphRAG  (0.598 x 0.2)"
100650-9|630638|19|0.5957|Alta|0.3|incompleto|0.5957463979721069|0.5957463979721069|0.5957463979721069|0.8335251808166504|0.5957463979721069|0.0|0.0|0.0|0.0|0.5957463979721069||"score_final=0.596 -> Alta (rank 19; margem 1o-2o da consulta 0.127)
  Ontologia (0.300 x 0.0; bonus [5b] 0.0): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.596 x 0.8): fusao=0.596, cosine_e5=0.834, cross=0.596
  GraphRAG  (0.596 x 0.2)"
100650-9|438012|20|0.5955|Alta|0.3|incompleto|0.5954768555695229|0.595467746257782|0.595467746257782|0.8213057518005371|0.595467746257782|0.00018218623481781377|0.0|0.0|0.0006072874493927126|0.5954768555695229||"score_final=0.596 -> Alta (rank 20; margem 1o-2o da consulta 0.127)
  Ontologia (0.300 x 0.0; bonus [5b] 0.0): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.595 x 0.8): fusao=0.595, cosine_e5=0.821, cross=0.595
    sinais (+0.05 x 0.000): medidas=0.00, graphrag_idf=0.00, taxonomia=0.00
  GraphRAG  (0.595 x 0.2)"
